tds,turbidity,ph,quality,quality_label
1213.05,10.06,8.47,1,Acceptable
198.78,2.71,7.39,3,Excellent
1317.49,9.14,10.61,0,Poor
199.71,1.2,7.17,3,Excellent
368.72,1.45,6.35,2,Good
920.62,0.16,7.71,2,Good
935.05,3.69,9.38,1,Acceptable
846.61,0.51,5.85,1,Acceptable
592.1,1.41,6.66,2,Good
421.78,1.57,6.69,2,Good
1156.9,48.38,5.64,0,Poor
583.69,8.27,5.88,1,Acceptable
1146.81,10.43,5.24,0,Poor
368.64,9.67,6.91,2,Good
232.18,0.5,7.17,3,Excellent
900.24,1.94,8.75,1,Acceptable
403.2,0.9,6.8,2,Good
167.11,0.95,7.38,3,Excellent
287.61,0.26,7.15,3,Excellent
1514.69,23.36,4.69,0,Poor
1235.32,12.24,8.89,0,Poor
810.74,1.84,7.84,2,Good
663.88,3.76,7.38,2,Good
121.36,1.11,7.4,3,Excellent
389.37,1.71,7.2,2,Good
503.35,3.13,7.46,2,Good
585.61,1.47,6.51,2,Good
169.66,0.19,7.32,3,Excellent
193.49,0.18,7.4,3,Excellent
891.99,12.02,7.27,2,Good
399.95,0.39,6.87,2,Good
593.27,0.47,7.49,3,Excellent
438.05,3.1,6.73,2,Good
205.78,0.13,7.22,3,Excellent
1218.47,26.6,9.51,0,Poor
911.48,0.94,7.05,2,Good
176.08,0.1,7.21,3,Excellent
574.74,0.1,7.06,3,Excellent
601.3,5.39,7.1,2,Good
544.89,3.74,6.67,1,Acceptable
846.12,11.82,7.8,2,Good
474.28,0.99,7.06,3,Excellent
941.58,1.08,10.16,1,Acceptable
545.16,0.49,7.14,3,Excellent
224.15,1.58,7.4,3,Excellent
171.68,0.24,7.37,3,Excellent
447.32,1.62,7.16,2,Good
336.1,1.14,7.27,3,Excellent
255.4,0.47,7.34,3,Excellent
961.42,1.46,6.12,1,Acceptable
731.13,3.27,6.91,2,Good
459.21,3.03,6.82,2,Good
305.24,0.16,6.63,2,Good
347.43,1.96,6.88,2,Good
635.32,0.33,6.32,2,Good
181.46,0.25,7.26,3,Excellent
986.97,6.32,7.03,2,Good
174.75,1.16,7.08,3,Excellent
227.72,0.21,7.06,3,Excellent
459.88,10.3,6.13,1,Acceptable
151.68,0.46,7.75,3,Excellent
148.41,0.59,7.12,3,Excellent
148.3,0.18,7.11,3,Excellent
747.07,4.47,10.0,1,Acceptable
1900.25,22.88,4.59,0,Poor
992.86,11.83,4.59,0,Poor
502.33,1.06,6.96,2,Good
160.35,0.54,7.1,3,Excellent
124.4,0.22,7.3,3,Excellent
431.61,0.42,7.05,3,Excellent
621.78,8.39,5.87,1,Acceptable
437.32,1.47,6.46,2,Good
1204.28,3.74,6.06,2,Good
165.72,0.38,7.23,3,Excellent
208.67,0.23,7.2,3,Excellent
202.16,0.72,7.34,3,Excellent
723.81,0.65,6.02,2,Good
429.19,1.77,6.9,2,Good
73.96,1.47,7.42,3,Excellent
1457.59,4.51,9.57,0,Poor
192.88,0.69,7.24,3,Excellent
1067.39,3.6,9.12,1,Acceptable
592.16,2.92,8.78,2,Good
221.3,0.2,7.01,3,Excellent
1020.28,1.84,5.4,1,Acceptable
559.78,1.03,8.23,2,Good
459.37,1.94,6.71,2,Good
150.76,0.1,7.32,3,Excellent
132.95,0.15,7.33,3,Excellent
153.4,0.1,7.37,3,Excellent
573.99,1.63,6.47,2,Good
497.13,9.91,6.09,1,Acceptable
806.02,1.06,6.79,2,Good
1567.09,17.49,4.62,0,Poor
148.57,0.1,7.02,3,Excellent
195.05,0.1,7.25,3,Excellent
516.05,6.57,6.88,2,Good
243.0,0.7,7.18,3,Excellent
627.7,11.88,4.93,0,Poor
937.25,9.9,9.66,0,Poor
1604.92,19.01,6.96,1,Acceptable
174.08,0.47,7.19,3,Excellent
171.73,0.95,7.02,3,Excellent
262.46,0.96,7.25,3,Excellent
517.35,0.96,7.2,3,Excellent
503.08,1.18,6.85,2,Good
234.48,2.53,7.26,3,Excellent
1000.91,1.27,6.34,1,Acceptable
68.41,0.62,7.31,3,Excellent
809.49,1.11,7.91,2,Good
650.66,31.3,9.44,0,Poor
159.39,1.61,7.27,3,Excellent
1870.89,2.79,8.84,2,Good
608.66,7.88,6.88,1,Acceptable
555.38,1.59,7.43,1,Acceptable
830.07,50.0,5.6,0,Poor
1020.91,28.92,5.68,0,Poor
550.57,8.51,7.25,2,Good
251.1,0.1,7.16,3,Excellent
127.46,0.11,7.02,3,Excellent
995.33,3.72,7.0,1,Acceptable
215.8,0.27,7.38,3,Excellent
281.92,0.1,6.92,3,Excellent
1197.95,5.0,6.41,1,Acceptable
597.17,0.74,7.63,2,Good
1452.67,23.91,5.33,0,Poor
193.07,0.25,7.09,3,Excellent
550.66,8.03,6.87,2,Good
189.71,0.21,6.9,3,Excellent
311.33,0.46,7.01,3,Excellent
462.73,0.12,6.87,2,Good
524.72,0.26,7.02,3,Excellent
507.45,8.5,8.31,2,Good
651.73,1.82,7.08,2,Good
333.76,0.59,7.32,3,Excellent
193.62,0.42,7.37,3,Excellent
50.0,1.37,7.47,3,Excellent
185.3,0.44,7.36,3,Excellent
468.77,1.24,7.34,2,Good
870.88,0.93,7.05,2,Good
257.24,0.23,7.02,3,Excellent
346.39,4.51,6.55,2,Good
739.43,7.98,7.12,1,Acceptable
499.14,4.17,7.96,2,Good
241.56,0.78,7.24,3,Excellent
147.69,0.24,7.28,3,Excellent
427.47,1.12,6.9,2,Good
1269.48,4.94,5.64,0,Poor
383.35,2.39,6.86,2,Good
701.11,0.93,6.09,2,Good
619.09,15.54,5.94,0,Poor
704.93,11.91,6.58,1,Acceptable
109.18,1.41,7.23,3,Excellent
810.21,35.19,4.33,0,Poor
462.81,0.84,6.16,2,Good
285.26,0.36,7.12,3,Excellent
664.67,32.57,7.43,3,Excellent
686.7,5.62,7.49,2,Good
230.15,0.25,7.37,3,Excellent
923.39,6.9,6.84,2,Good
217.69,0.26,7.27,3,Excellent
1903.1,19.35,6.77,1,Acceptable
447.6,0.1,6.34,2,Good
426.9,1.89,7.1,2,Good
541.89,0.94,7.32,3,Excellent
154.86,0.1,7.19,3,Excellent
236.78,1.18,7.32,3,Excellent
515.27,9.85,6.26,1,Acceptable
518.17,0.26,6.99,2,Good
723.02,1.61,7.56,1,Acceptable
718.26,2.83,4.98,1,Acceptable
561.14,1.56,6.78,2,Good
465.33,3.74,7.69,2,Good
571.75,0.29,6.71,2,Good
554.34,1.27,6.89,2,Good
837.41,24.45,6.82,0,Poor
255.83,0.6,7.25,3,Excellent
186.35,0.66,7.34,3,Excellent
465.9,1.42,7.52,2,Good
615.04,1.87,6.52,2,Good
182.8,0.1,7.35,3,Excellent
1033.5,3.26,6.4,0,Poor
708.1,3.13,7.25,2,Good
198.35,0.1,7.21,3,Excellent
882.86,5.15,6.59,1,Acceptable
308.97,0.55,7.49,3,Excellent
1831.12,3.38,9.5,1,Acceptable
159.87,0.1,7.26,3,Excellent
265.66,0.23,7.37,3,Excellent
570.45,0.16,7.28,3,Excellent
431.82,0.61,6.89,2,Good
675.15,0.99,5.41,1,Acceptable
461.39,4.48,7.95,2,Good
501.22,2.84,6.6,1,Acceptable
1002.18,15.73,5.6,0,Poor
1189.64,0.46,6.05,1,Acceptable
891.94,2.85,7.46,1,Acceptable
553.52,1.11,6.8,2,Good
432.04,2.0,6.99,2,Good
1743.41,30.99,10.22,0,Poor
648.85,3.82,5.45,2,Good
629.4,2.74,7.17,2,Good
416.01,0.51,6.37,1,Acceptable
1268.01,4.71,9.57,0,Poor
129.31,0.65,7.07,3,Excellent
888.71,4.9,7.82,2,Good
1381.55,24.37,4.76,0,Poor
252.69,0.1,7.37,3,Excellent
679.91,1.19,7.52,3,Excellent
735.49,20.99,8.23,1,Acceptable
626.35,1.52,7.15,3,Excellent
142.53,2.0,6.96,2,Good
157.44,0.73,7.13,3,Excellent
270.0,9.22,6.68,2,Good
501.0,1.2,7.53,2,Good
1458.59,17.7,8.92,0,Poor
633.77,0.25,6.86,2,Good
235.47,0.1,7.17,3,Excellent
263.11,0.27,7.31,3,Excellent
155.28,0.1,7.5,3,Excellent
240.96,1.36,7.19,3,Excellent
191.68,2.04,7.46,3,Excellent
300.42,1.28,7.26,2,Good
374.05,2.15,6.65,2,Good
413.1,1.96,7.21,3,Excellent
665.83,17.49,4.98,0,Poor
1334.93,5.28,5.94,0,Poor
525.81,1.55,6.76,2,Good
649.34,33.66,5.5,0,Poor
906.25,3.69,5.44,1,Acceptable
1182.37,25.45,9.72,0,Poor
1002.11,4.09,8.15,1,Acceptable
532.26,13.18,5.81,1,Acceptable
525.75,0.14,6.71,2,Good
1451.55,12.54,9.5,0,Poor
406.98,1.3,7.76,2,Good
334.59,0.1,6.99,2,Good
687.14,2.79,8.02,2,Good
255.94,0.52,7.49,3,Excellent
705.28,0.68,5.71,1,Acceptable
158.76,0.19,7.13,3,Excellent
276.57,0.41,6.26,2,Good
648.08,0.1,7.04,2,Good
781.38,1.58,7.4,2,Good
523.08,0.57,7.24,3,Excellent
264.62,0.19,7.41,3,Excellent
571.89,0.94,6.49,2,Good
872.76,6.43,5.81,1,Acceptable
331.62,0.34,6.61,2,Good
261.75,0.42,7.35,3,Excellent
204.96,0.36,7.36,3,Excellent
907.01,5.03,6.23,1,Acceptable
602.26,3.37,7.19,2,Good
639.37,3.05,5.83,0,Poor
228.94,0.49,7.19,3,Excellent
660.51,0.48,6.42,2,Good
1100.75,6.76,10.15,0,Poor
631.29,1.0,6.93,1,Acceptable
362.1,0.66,7.06,3,Excellent
337.72,0.89,7.6,1,Acceptable
244.66,0.42,7.28,3,Excellent
194.9,0.8,6.92,3,Excellent
246.24,0.17,7.09,3,Excellent
203.34,0.61,7.44,3,Excellent
1147.55,0.11,6.25,1,Acceptable
593.18,1.38,7.35,2,Good
849.44,6.6,7.67,1,Acceptable
955.58,2.97,4.85,0,Poor
589.54,3.18,7.33,2,Good
141.37,0.1,7.27,3,Excellent
188.98,1.02,7.27,3,Excellent
1039.65,3.48,6.55,1,Acceptable
1136.66,20.87,5.79,1,Acceptable
835.43,0.1,8.29,2,Good
309.78,0.11,7.56,2,Good
703.44,4.2,6.62,1,Acceptable
269.08,0.13,6.98,3,Excellent
368.13,3.23,6.58,2,Good
236.6,0.1,7.21,3,Excellent
193.83,0.61,7.52,3,Excellent
230.86,0.65,7.28,3,Excellent
207.99,0.81,7.16,2,Good
203.78,0.1,7.34,3,Excellent
213.54,0.1,7.13,3,Excellent
802.34,12.3,6.51,1,Acceptable
235.96,0.62,7.5,3,Excellent
332.16,0.31,7.38,3,Excellent
1058.42,2.04,9.8,1,Acceptable
813.85,1.69,6.96,2,Good
667.25,3.39,7.86,2,Good
731.38,2.54,7.6,2,Good
1088.2,38.72,10.31,0,Poor
402.57,2.67,6.61,2,Good
797.0,8.2,7.03,2,Good
131.71,1.09,7.42,3,Excellent
311.3,2.19,6.93,2,Good
782.25,7.13,5.66,1,Acceptable
921.28,4.6,6.84,1,Acceptable
1033.7,20.73,9.48,0,Poor
211.46,0.78,7.39,3,Excellent
422.81,0.1,6.81,2,Good
506.08,0.15,6.89,2,Good
595.1,0.28,7.77,2,Good
474.72,6.26,7.24,2,Good
227.73,0.35,7.35,3,Excellent
436.18,0.6,6.63,3,Excellent
705.18,26.13,7.75,1,Acceptable
444.42,0.85,7.12,3,Excellent
537.02,1.03,8.03,2,Good
690.05,17.87,6.87,1,Acceptable
147.37,1.22,7.02,2,Good
318.71,0.1,7.11,3,Excellent
364.27,0.1,6.87,2,Good
319.2,2.06,7.72,2,Good
478.24,2.11,7.09,2,Good
658.26,17.76,7.29,2,Good
604.71,7.48,7.95,1,Acceptable
1077.47,8.78,7.21,2,Good
612.74,9.16,5.06,1,Acceptable
698.08,6.65,6.55,1,Acceptable
135.04,0.42,7.32,3,Excellent
182.23,1.09,7.27,3,Excellent
479.58,0.85,6.3,2,Good
465.93,0.18,7.04,3,Excellent
1200.2,36.41,10.52,0,Poor
411.01,3.26,6.33,2,Good
802.04,0.35,4.89,1,Acceptable
554.39,3.79,6.79,2,Good
498.66,11.64,7.86,1,Acceptable
430.24,0.89,7.36,3,Excellent
423.24,0.41,6.89,2,Good
866.66,1.85,6.73,2,Good
569.74,1.73,7.39,2,Good
441.92,0.59,6.82,2,Good
194.25,0.92,7.22,3,Excellent
614.93,9.99,7.36,2,Good
232.0,1.03,7.38,3,Excellent
1214.77,4.69,5.76,0,Poor
524.01,1.08,6.21,2,Good
454.89,2.71,7.47,2,Good
708.82,7.27,6.12,1,Acceptable
213.77,0.1,7.38,3,Excellent
223.16,1.73,7.24,3,Excellent
159.88,0.1,7.3,3,Excellent
432.47,2.44,7.58,2,Good
926.91,1.52,6.3,1,Acceptable
311.31,1.79,7.36,2,Good
340.5,4.73,6.81,2,Good
278.13,1.05,7.4,3,Excellent
880.68,3.34,5.88,1,Acceptable
591.37,0.62,6.47,2,Good
202.78,0.68,7.28,3,Excellent
838.44,1.11,6.44,0,Poor
684.59,18.59,6.12,0,Poor
487.87,0.1,8.01,2,Good
257.84,0.32,7.06,3,Excellent
214.33,0.23,7.28,3,Excellent
198.86,0.1,7.19,3,Excellent
564.17,3.4,6.66,2,Good
390.81,7.86,7.32,2,Good
617.0,0.1,7.61,2,Good
409.8,0.97,7.12,3,Excellent
503.02,0.92,6.84,2,Good
183.9,0.53,7.04,3,Excellent
174.45,0.52,7.18,3,Excellent
257.45,1.46,6.69,2,Good
769.4,6.05,5.76,1,Acceptable
187.79,0.1,7.42,3,Excellent
339.33,0.27,6.53,2,Good
1603.74,12.0,10.02,0,Poor
828.55,1.62,6.39,1,Acceptable
152.7,1.36,7.35,3,Excellent
1016.33,38.77,9.33,0,Poor
1498.49,0.8,5.13,1,Acceptable
1105.41,1.57,5.59,1,Acceptable
850.26,18.12,9.43,0,Poor
1594.29,1.6,9.88,1,Acceptable
434.78,0.77,6.58,2,Good
184.32,1.2,7.38,3,Excellent
775.56,3.71,6.84,2,Good
168.96,0.96,7.11,3,Excellent
230.59,0.27,7.32,3,Excellent
120.32,0.39,7.41,3,Excellent
454.0,0.66,6.58,2,Good
645.46,21.84,6.37,1,Acceptable
803.56,1.26,6.61,2,Good
820.43,2.99,5.48,1,Acceptable
340.6,1.37,6.94,2,Good
1217.87,27.7,5.42,0,Poor
372.34,1.74,6.81,2,Good
1042.46,0.89,5.99,1,Acceptable
1266.28,5.66,5.78,0,Poor
408.87,0.77,6.92,2,Good
760.49,13.99,6.43,2,Good
490.02,0.23,7.09,3,Excellent
1656.81,2.22,4.94,1,Acceptable
357.93,3.4,7.03,2,Good
242.31,0.19,7.33,3,Excellent
706.93,27.85,6.07,1,Acceptable
251.72,0.1,7.25,3,Excellent
493.43,1.5,6.95,2,Good
199.25,0.51,7.46,3,Excellent
557.94,1.12,6.51,1,Acceptable
379.75,3.5,6.87,2,Good
1108.94,8.82,4.68,0,Poor
725.09,3.24,6.0,1,Acceptable
850.47,1.04,6.08,1,Acceptable
116.73,0.7,7.22,3,Excellent
570.91,0.43,7.08,3,Excellent
818.94,18.52,7.43,2,Good
535.75,6.66,6.18,1,Acceptable
374.95,2.18,6.97,2,Good
805.73,11.72,6.17,1,Acceptable
359.82,0.99,7.06,3,Excellent
818.09,16.9,5.4,0,Poor
983.07,13.71,9.44,0,Poor
1338.51,16.63,5.12,0,Poor
766.29,3.3,8.28,2,Good
861.69,11.18,6.65,2,Good
344.44,2.63,7.69,2,Good
1281.91,17.6,6.12,0,Poor
757.02,8.39,7.89,1,Acceptable
506.66,0.1,6.72,2,Good
266.3,0.1,7.34,3,Excellent
502.62,0.1,6.83,2,Good
1069.65,1.2,10.15,1,Acceptable
451.6,8.4,7.03,2,Good
420.71,0.95,6.85,2,Good
215.37,0.97,7.24,3,Excellent
191.52,0.1,7.09,3,Excellent
834.57,0.96,6.93,2,Good
337.61,0.1,7.41,3,Excellent
836.3,7.55,6.91,1,Acceptable
751.38,3.25,7.06,2,Good
401.43,1.31,7.26,2,Good
176.6,0.38,7.4,3,Excellent
129.8,0.16,7.66,3,Excellent
813.59,10.14,6.98,1,Acceptable
684.61,6.28,5.74,1,Acceptable
631.64,0.1,7.06,3,Excellent
457.56,9.38,7.94,2,Good
350.16,0.71,7.06,3,Excellent
876.91,16.72,5.34,0,Poor
521.05,12.26,6.27,1,Acceptable
527.7,1.13,7.37,2,Good
258.4,0.36,7.36,3,Excellent
610.04,3.74,6.73,2,Good
528.89,0.3,6.63,2,Good
1169.95,4.55,9.49,0,Poor
468.31,1.17,7.12,2,Good
219.69,0.42,7.33,3,Excellent
626.13,6.43,5.54,1,Acceptable
600.62,0.5,7.17,2,Good
507.3,0.46,7.13,2,Good
1075.96,24.59,9.31,0,Poor
926.52,0.72,5.22,1,Acceptable
672.69,0.96,6.11,2,Good
254.37,0.19,7.31,3,Excellent
163.42,0.37,7.36,3,Excellent
423.01,0.33,6.94,2,Good
1185.16,5.56,5.06,0,Poor
543.09,4.46,6.83,2,Good
696.33,0.68,7.43,1,Acceptable
204.2,0.1,7.07,3,Excellent
160.09,0.1,7.54,3,Excellent
671.74,5.61,5.32,1,Acceptable
92.23,1.11,7.28,3,Excellent
387.71,0.75,6.68,2,Good
746.89,7.51,7.32,2,Good
790.99,4.75,8.93,1,Acceptable
594.23,2.25,6.64,2,Good
893.63,10.89,6.56,1,Acceptable
423.99,1.8,6.82,2,Good
67.67,0.27,7.33,3,Excellent
629.78,1.04,6.37,1,Acceptable
672.17,1.81,7.21,2,Good
811.48,37.6,8.86,1,Acceptable
218.18,0.57,7.28,2,Good
1133.99,1.64,6.52,1,Acceptable
756.47,1.67,6.96,2,Good
723.46,1.77,6.8,1,Acceptable
397.38,4.88,7.16,3,Excellent
529.05,1.14,7.68,2,Good
371.22,4.04,6.99,2,Good
146.97,0.81,7.14,3,Excellent
264.8,0.37,7.04,3,Excellent
498.79,0.93,7.5,2,Good
300.67,3.63,7.46,1,Acceptable
427.19,1.22,6.78,2,Good
642.77,1.98,6.65,2,Good
114.29,0.1,7.23,3,Excellent
322.12,5.81,6.97,2,Good
675.75,6.26,6.13,1,Acceptable
1134.84,24.44,6.14,0,Poor
168.05,0.15,7.39,3,Excellent
480.84,0.77,7.55,2,Good
364.88,20.24,6.69,1,Acceptable
382.31,10.91,6.49,1,Acceptable
571.44,0.1,7.15,3,Excellent
1065.76,3.55,5.74,1,Acceptable
799.6,0.1,6.13,3,Excellent
529.96,0.49,7.07,3,Excellent
149.97,0.33,7.1,3,Excellent
146.12,0.26,7.38,3,Excellent
392.4,1.69,6.86,2,Good
1181.29,10.82,5.3,0,Poor
143.8,0.17,7.3,3,Excellent
277.1,2.36,7.49,3,Excellent
890.35,0.27,7.12,2,Good
426.45,3.41,7.39,2,Good
277.91,0.46,7.31,3,Excellent
148.7,0.16,7.0,3,Excellent
898.65,0.28,6.47,2,Good
814.3,0.78,9.75,1,Acceptable
429.7,2.34,7.43,2,Good
307.53,0.36,7.47,3,Excellent
199.91,0.36,7.3,3,Excellent
527.4,1.49,6.9,2,Good
522.3,1.8,7.47,2,Good
245.91,0.36,7.23,3,Excellent
495.5,1.75,6.86,2,Good
203.37,1.49,7.22,3,Excellent
87.93,0.1,7.26,3,Excellent
1349.73,5.0,9.65,0,Poor
890.51,5.3,6.33,1,Acceptable
524.08,1.24,6.93,2,Good
321.29,3.28,6.84,2,Good
304.31,2.36,6.9,2,Good
96.78,0.14,7.2,3,Excellent
519.04,0.26,7.5,2,Good
1242.96,19.14,5.55,0,Poor
196.67,1.16,7.1,3,Excellent
185.45,0.27,7.42,3,Excellent
198.68,0.47,7.33,3,Excellent
173.49,0.1,7.0,3,Excellent
937.16,2.84,6.85,1,Acceptable
736.74,1.45,7.25,2,Good
1112.91,1.69,6.43,1,Acceptable
337.96,3.83,6.71,2,Good
501.55,1.49,7.02,2,Good
932.89,6.65,5.37,0,Poor
144.39,0.1,6.96,3,Excellent
342.31,0.43,7.29,3,Excellent
397.7,5.2,6.48,1,Acceptable
458.68,1.88,6.78,2,Good
167.63,0.13,7.22,3,Excellent
789.97,0.1,8.56,2,Good
1337.37,7.24,9.05,0,Poor
232.87,0.48,7.24,3,Excellent
588.24,3.16,7.06,2,Good
498.14,0.65,7.26,3,Excellent
144.97,0.1,7.36,3,Excellent
551.01,0.19,6.8,2,Good
959.94,8.19,4.92,0,Poor
690.27,10.26,6.28,1,Acceptable
1088.9,20.41,5.04,0,Poor
667.33,2.77,6.7,2,Good
671.91,5.55,7.54,1,Acceptable
442.3,0.73,6.76,2,Good
191.3,0.53,7.13,2,Good
710.65,16.77,7.62,1,Acceptable
337.63,1.74,7.18,2,Good
517.61,5.22,7.0,2,Good
983.05,5.9,7.68,1,Acceptable
217.45,0.14,7.43,3,Excellent
676.03,6.2,5.8,1,Acceptable
137.16,1.29,7.2,3,Excellent
431.62,17.08,7.58,1,Acceptable
781.55,1.4,6.75,2,Good
576.75,1.11,7.15,2,Good
344.48,0.1,6.86,2,Good
816.63,9.32,6.56,1,Acceptable
371.79,1.14,6.51,2,Good
186.72,0.31,7.13,3,Excellent
979.46,11.7,6.52,1,Acceptable
1610.59,24.52,9.82,0,Poor
505.92,2.34,6.39,2,Good
409.23,2.61,6.3,2,Good
742.3,23.71,9.06,0,Poor
856.26,3.2,6.19,1,Acceptable
457.28,6.59,6.84,2,Good
612.39,7.43,7.36,2,Good
658.7,15.1,6.49,1,Acceptable
272.03,0.26,7.31,3,Excellent
580.56,1.62,7.44,2,Good
790.32,7.51,6.54,1,Acceptable
558.33,1.47,7.31,2,Good
795.85,0.48,6.92,2,Good
553.84,27.88,4.85,1,Acceptable
234.64,0.15,7.31,3,Excellent
578.63,2.36,6.44,2,Good
155.73,0.29,7.39,3,Excellent
566.65,6.87,6.0,1,Acceptable
257.36,1.98,5.73,2,Good
1105.8,4.86,9.49,0,Poor
412.62,1.08,6.7,2,Good
717.85,2.54,7.39,2,Good
523.48,0.1,6.51,2,Good
900.3,16.01,5.22,0,Poor
1078.83,18.99,8.11,1,Acceptable
1028.17,5.01,6.5,1,Acceptable
955.26,18.83,6.79,1,Acceptable
722.89,2.17,5.7,1,Acceptable
213.63,0.1,7.34,3,Excellent
332.35,2.49,6.85,2,Good
471.13,1.69,6.22,2,Good
320.56,1.1,6.92,2,Good
672.49,2.09,7.42,3,Excellent
1431.98,16.68,4.4,0,Poor
463.8,0.54,6.5,3,Excellent
653.97,6.07,7.16,2,Good
244.75,2.39,7.39,3,Excellent
362.25,1.02,6.56,3,Excellent
533.45,0.12,6.5,3,Excellent
380.95,3.42,7.01,3,Excellent
1583.57,36.59,5.13,0,Poor
695.23,2.45,6.81,3,Excellent
110.27,0.15,7.19,3,Excellent
1397.68,1.83,9.78,1,Acceptable
606.81,7.16,6.79,1,Acceptable
302.42,2.94,7.51,2,Good
259.98,0.1,6.9,2,Good
739.4,16.02,7.52,1,Acceptable
505.38,2.43,7.32,2,Good
442.03,3.69,6.67,2,Good
531.82,0.1,6.5,2,Good
507.28,1.43,6.63,2,Good
1277.16,0.2,9.42,1,Acceptable
216.72,0.24,7.15,3,Excellent
501.18,10.14,7.01,2,Good
897.47,14.65,5.61,0,Poor
393.43,0.39,7.14,3,Excellent
540.88,1.0,6.88,2,Good
249.89,0.71,7.05,3,Excellent
385.01,5.64,6.96,2,Good
233.05,0.32,7.12,3,Excellent
785.14,10.02,6.44,1,Acceptable
506.43,0.22,6.91,2,Good
515.98,4.67,6.45,1,Acceptable
869.62,6.36,10.52,1,Acceptable
584.23,0.46,7.2,3,Excellent
783.02,13.99,6.54,1,Acceptable
450.32,1.41,7.31,2,Good
761.7,3.94,6.84,2,Good
1000.17,0.52,5.9,1,Acceptable
545.3,1.88,6.37,2,Good
767.01,0.36,7.71,2,Good
279.97,0.48,7.36,3,Excellent
159.85,1.66,6.89,2,Good
238.63,0.86,7.43,3,Excellent
336.55,3.04,7.17,2,Good
1311.68,8.12,5.78,0,Poor
876.05,10.4,6.1,1,Acceptable
1497.06,5.89,5.41,0,Poor
229.75,0.28,7.0,3,Excellent
206.18,1.27,7.27,3,Excellent
399.56,1.88,7.85,3,Excellent
1021.83,0.6,9.05,1,Acceptable
343.48,1.17,6.94,3,Excellent
251.6,2.72,7.29,3,Excellent
846.89,12.59,5.7,0,Poor
216.41,0.1,7.28,3,Excellent
540.14,2.2,6.69,2,Good
230.32,0.68,7.06,2,Good
919.9,1.69,6.8,1,Acceptable
113.36,0.1,7.09,3,Excellent
212.68,1.02,7.16,3,Excellent
752.76,8.68,6.4,1,Acceptable
156.19,0.71,7.13,3,Excellent
548.74,36.2,9.6,1,Acceptable
445.87,0.58,7.51,2,Good
409.55,6.53,7.37,2,Good
233.15,1.57,7.07,2,Good
393.63,1.14,6.77,2,Good
306.2,2.91,7.13,2,Good
346.03,2.73,6.79,2,Good
304.69,3.26,7.17,2,Good
500.0,0.12,6.84,2,Good
1343.21,2.84,5.16,1,Acceptable
674.97,3.05,6.26,2,Good
401.89,5.48,7.29,2,Good
146.48,1.17,7.25,3,Excellent
102.29,0.1,7.35,3,Excellent
601.58,2.94,7.09,2,Good
791.86,14.09,6.18,1,Acceptable
745.55,11.12,6.11,1,Acceptable
828.16,14.83,6.56,1,Acceptable
1413.16,0.63,10.2,1,Acceptable
313.99,1.14,7.21,2,Good
407.53,0.51,7.53,2,Good
156.91,0.79,7.09,3,Excellent
861.17,2.77,7.2,2,Good
181.09,0.46,7.44,3,Excellent
469.72,1.51,6.78,2,Good
191.65,0.58,7.33,3,Excellent
202.55,5.63,6.87,2,Good
180.92,0.26,7.0,3,Excellent
219.66,0.87,7.27,3,Excellent
866.38,2.33,5.97,1,Acceptable
194.11,0.4,7.05,3,Excellent
602.13,2.6,6.84,2,Good
503.88,1.0,7.67,2,Good
764.09,1.2,7.51,2,Good
802.98,12.1,6.85,1,Acceptable
336.96,13.44,6.96,1,Acceptable
674.94,5.67,7.7,1,Acceptable
308.13,7.97,6.46,1,Acceptable
548.69,4.67,6.49,1,Acceptable
361.84,2.09,7.17,2,Good
194.84,0.23,7.43,3,Excellent
410.02,1.81,6.9,2,Good
819.69,1.36,8.48,2,Good
1507.38,13.56,5.57,0,Poor
104.86,0.24,7.11,3,Excellent
938.88,12.05,6.65,2,Good
383.53,0.88,6.93,2,Good
467.54,1.82,7.34,2,Good
1512.29,2.58,5.2,1,Acceptable
405.81,2.08,7.04,2,Good
753.47,20.62,7.5,2,Good
771.59,29.99,8.72,1,Acceptable
875.46,2.2,8.36,2,Good
1316.8,0.72,5.1,1,Acceptable
585.1,4.77,7.01,3,Excellent
363.94,1.32,6.55,2,Good
491.18,0.73,7.12,3,Excellent
391.58,2.42,6.33,2,Good
463.68,0.63,6.55,2,Good
191.29,0.4,7.27,3,Excellent
902.27,10.6,5.25,0,Poor
795.35,3.22,6.69,2,Good
117.89,0.67,7.3,3,Excellent
633.88,1.01,6.54,2,Good
774.54,1.6,6.99,2,Good
983.93,5.09,9.92,0,Poor
582.75,1.33,7.12,2,Good
101.85,0.1,7.33,3,Excellent
273.66,1.45,7.27,3,Excellent
503.82,0.71,7.59,2,Good
597.12,8.86,5.16,1,Acceptable
658.14,4.77,6.02,1,Acceptable
203.95,0.13,7.16,3,Excellent
783.25,10.84,6.8,1,Acceptable
168.78,0.1,7.55,3,Excellent
398.57,3.95,7.0,3,Excellent
431.4,5.81,6.36,1,Acceptable
339.59,1.24,6.97,2,Good
1294.33,0.53,9.28,1,Acceptable
198.66,0.1,7.34,2,Good
874.41,4.23,6.87,1,Acceptable
674.52,3.77,6.94,2,Good
631.61,6.65,6.87,1,Acceptable
155.84,0.74,7.42,3,Excellent
322.74,0.47,6.65,2,Good
167.33,0.24,7.27,3,Excellent
395.61,1.5,6.58,2,Good
744.53,7.63,7.44,2,Good
